1.0
0;2.6102790696677047e-23
1;2.6102790696677047e-23
2;2.6102790696677047e-23
3;2.6102790696677047e-23
4;2.6102790696677047e-23
5;2.6102790696677047e-23
6;2.6102790696677047e-23
7;2.6102790696677047e-23
8;2.6102790696677047e-23
9;2.6102790696677047e-23
10;2.6102790696677047e-23
11;2.6102790696677047e-23
12;2.6102790696677047e-23
13;2.6102790696677047e-23
14;2.6102790696677047e-23
15;2.6102790696677047e-23
16;2.6102790696677047e-23
17;2.6102790696677047e-23
18;2.6102790696677047e-23
19;2.6102790696677047e-23
20;2.6102790696677047e-23
21;2.6102790696677047e-23
22;2.6102790696677047e-23
23;2.6102790696677047e-23
24;2.6102790696677047e-23
25;2.6102790696677047e-23
26;2.6102790696677047e-23
27;2.6102790696677047e-23
28;2.6102790696677047e-23
29;2.6102790696677047e-23
30;2.6102790696677047e-23
31;2.6102790696677047e-23
32;2.6102790696677047e-23
33;2.6102790696677047e-23
34;2.6102790696677047e-23
35;2.6102790696677047e-23
36;2.6102790696677047e-23
37;2.6102790696677047e-23
38;2.6102790696677047e-23
39;2.6102790696677047e-23
40;2.6102790696677047e-23
41;2.6102790696677047e-23
42;2.6102790696677047e-23
43;2.6102790696677047e-23
44;2.6102790696677047e-23
45;2.6102790696677047e-23
46;2.6102790696677047e-23
47;2.6102790696677047e-23
48;2.6102790696677047e-23
49;2.6102790696677047e-23
50;2.6102790696677047e-23
51;2.6102790696677047e-23
52;2.6102790696677047e-23
53;2.6102790696677047e-23
54;2.6102790696677047e-23
55;2.6102790696677047e-23
56;2.6102790696677047e-23
57;2.6102790696677047e-23
58;2.6102790696677047e-23
59;2.6102790696677047e-23
60;2.6102790696677047e-23
61;2.6102790696677047e-23
62;2.6102790696677047e-23
63;2.6102790696677047e-23
64;2.6102790696677047e-23
65;2.6102790696677047e-23
66;2.6102790696677047e-23
67;2.6102790696677047e-23
68;2.6102790696677047e-23
69;2.6102790696677047e-23
70;2.6102790696677047e-23
71;2.6102790696677047e-23
72;2.6102790696677047e-23
73;2.6102790696677047e-23
74;2.6102790696677047e-23
75;2.6102790696677047e-23
76;2.6102790696677047e-23
77;2.6102790696677047e-23
78;2.6102790696677047e-23
79;2.6102790696677047e-23
80;2.6102790696677047e-23
81;2.6102790696677047e-23
82;2.6102790696677047e-23
83;2.6102790696677047e-23
84;2.6102790696677047e-23
85;2.6102790696677047e-23
86;2.6102790696677047e-23
87;2.6102790696677047e-23
88;2.6102790696677047e-23
89;2.6102790696677047e-23
90;2.6102790696677047e-23
91;2.6102790696677047e-23
92;2.6102790696677047e-23
93;2.6102790696677047e-23
94;2.6102790696677047e-23
95;2.6102790696677047e-23
96;2.6102790696677047e-23
97;2.6102790696677047e-23
98;2.6102790696677047e-23
99;2.6102790696677047e-23
100;2.6102790696677047e-23
101;2.6102790696677047e-23
102;2.6102790696677047e-23
103;2.6102790696677047e-23
104;2.6102790696677047e-23
105;2.6102790696677047e-23
106;2.6102790696677047e-23
107;2.6102790696677047e-23
108;2.6102790696677047e-23
109;2.6102790696677047e-23
